normalized_text;aspect
survei dahulu hasil dari mbg selama setahun kalau iq anak bersekolah indonesia tetap tidak meningkat maka sebaiknya dihentikan dari sama-sama anggaran kepada daerah dipotong sehingga bupati nya menaikkan pajak bumi dan bangunan ya sama dengan;Ketidaksetujuan dan Risiko Program
tidak seluruhnya bapak tempat kami tidak ada;Ketidaksetujuan dan Risiko Program
utang utang;Ketidaksetujuan dan Risiko Program
dari sd sampai sekarang smp anak saya belum pernah mendapat mbg bapak yang berbeda sudah  lo padahal;Ketidaksetujuan dan Risiko Program
mts saya belum mendapat makanlah bergizi satu pun belum mendapat nama mts raudatul mualimin;Pelaksanaan Program di Sekolah
kepada aceh utara mengapa belum sampai bapak;Dukungan terhadap Program
jakarta saja belum mendapat;Dukungan terhadap Program
malahan menjadi  sarang mengorupsi;Ketidaksetujuan dan Risiko Program
sehari 1t terbuang sia-sia sepintas adanya lapangan bekerja tetapi ;Ketidaksetujuan dan Risiko Program
saya guru ini program paling paling tidak bermanfaat lebih baik di rapikan honorarium dan tunjangan agar cairnya tepat waktu anak saya berangkat bersekolah telah di siapkan makanan bergizi dan pulang bersekolah juga disiapkan makanan bergizi;Pelaksanaan Program di Sekolah
di ntb sumbawa belum adanya makanan gratis di lombok sudah;Pelaksanaan Program di Sekolah
terima memberikan bapak prabowo kurang baik apa presiden kita;Dukungan terhadap Program
masa buah nya hanya salak satu biji itu kecut lagi bapak;Pelaksanaan Program di Sekolah
sekolah saya belum bapak;Pelaksanaan Program di Sekolah
tetapi  pakta nya bapak makanan nya gizi nya masih kuran;Pelaksanaan Program di Sekolah
zonk;Ketidaksetujuan dan Risiko Program
apakah mi bergizi;Ketidaksetujuan dan Risiko Program
kenyataannya anak-anak banyak yang tidak makanlah karena tidak lezat;Pelaksanaan Program di Sekolah
mahasiswa juga dong bapak;Ketidaksetujuan dan Risiko Program
iya bapak iya bapak iya ;Ketidaksetujuan dan Risiko Program
di semua provinsi tetapi  tidak di semua bersekolah;Pelaksanaan Program di Sekolah
pasti banyak dana sunat menyunat ketika disalurkan kepada semua provinsi ladang mengorupsi baru sangat rawan dikorupsi;Dukungan terhadap Program
mbg khusus untuk anak stm saja bapak karena yang berbeda ogah2 an memilih makanan;Ketidaksetujuan dan Risiko Program
kata nya di seluruh provinsi mengapa di bersekolah saya belum adanya;Pelaksanaan Program di Sekolah
mana hei belum mendapat;Pelaksanaan Program di Sekolah
tutup saja bapak program mbg ini program tidak berdampak sangat baik pada siswa siswi juga para dewan guru habis waktu mengajar karena melayani pembagian nasi tersebut tutup saja bapak;Ketidaksetujuan dan Risiko Program
banyak yang basi bapak daripada pembayaran yang memasak banyak lebih baik di berikan uangnya saja pasti 10 ribu dapat untuk sarapan;Ketidaksetujuan dan Risiko Program
lokasi sekolah saya belum mendapat jangan bilng semua lokasi dong;Ketidaksetujuan dan Risiko Program
bapak prabowo bersekolah saya belum mendapat mbg nya;Ketidaksetujuan dan Risiko Program
sekolahku belum mendapat bapak;Pelaksanaan Program di Sekolah
oke bapak saya yang bekerja di mbg menjadi  mendapat pekerjaan;Ketidaksetujuan dan Risiko Program
tahu tidak yang bekerja hanya keluarga yang memiliki proyek;Ketidaksetujuan dan Risiko Program
tidak sesuai lebih baik kesehatan gratis kawan;Dukungan terhadap Program
bapak aceh mengapa tidak ada sebagian;Dukungan terhadap Program
kok saya belum mendapat ya;Dukungan terhadap Program
lebih baik anak-anak di berikan 10 ribu atau 15 ribu rupiah per hari bapak;Ketidaksetujuan dan Risiko Program
lebih baik uang ya di memberikan kepada orang tua ya bapak;Pelaksanaan Program di Sekolah
lebih baik mbg sejenis makanan menjadi  saja bapak misalnya susu roti terus dibagikan setiap hari jum at saja jangan setiap hari agar berkah uang negara;Ketidaksetujuan dan Risiko Program
terima memberikan bapak prabowo anak saya uang jajannya sudah  berkurang tinggal 20 karena alhamdulillah sudah adanya makanlah gratis semoga lancar amin;Dukungan terhadap Program
lebih baik bersekolah gratis;Pelaksanaan Program di Sekolah
untuk anak sma berikan surya dua batang habis makanlah prabowo;Pelaksanaan Program di Sekolah
bapak presiden sulawesi tengah kabupaten parigi moutong kecamatan torue belum mendapat;Pelaksanaan Program di Sekolah
saya belum ;Ketidaksetujuan dan Risiko Program
apalagi kalau buahnya salak ampun ya kalau lezat salak nya di kupas juga  sulit;Pelaksanaan Program di Sekolah
sama saja uang sendiri semua di menaikkan;Ketidaksetujuan dan Risiko Program
omong kosong;Ketidaksetujuan dan Risiko Program
sangat baik bapakku daripada dananya dipakai bancakan koruptor lebih baik untuk mbg dapat memberi manfaat orang banyak benar satu strategi untuk meminimalkan mengorupsi diberbagai bidang dan jajaran;Ketidaksetujuan dan Risiko Program
sanggau belum bapak;Ketidaksetujuan dan Risiko Program
sumatra barat kapan;Ketidaksetujuan dan Risiko Program
petani umkm pun beruntung adanya program ini maksih bapak prabowo semoga ah program ini akan terus berlangsung kedepan;Dukungan terhadap Program
terima kasih bapak anak anak sekolah mendapat gizi kami yang bekerja memasak mendapat gaji yang sebelumnya menganggur menjadi adanya pekerjaan;Pelaksanaan Program di Sekolah
bersemangat untuk programnya bapak;Dukungan terhadap Program
bersekolah saya tidak adanya makanlah gratis bapak;Pelaksanaan Program di Sekolah
maaf bapak presiden makanlah gratis tidak lezat pada rs di makanlah lebih baik turunkan sembilan bahan pokok murah tidak usah adanya bantuan karena selalu penggal pernah dapat bantuan sama berbeda sekali;Ketidaksetujuan dan Risiko Program
kami belum mendapat bapak;Ketidaksetujuan dan Risiko Program
gaji nya 80 ribu per hari mulai jam satu siang selesai jam dua malem manusiawii tidak ini;Ketidaksetujuan dan Risiko Program
belum merata bapak;Dukungan terhadap Program
memberikan uang nya saja bapak;Ketidaksetujuan dan Risiko Program
bajingan lama sekali sama makanan bagian itu sialan;Ketidaksetujuan dan Risiko Program
terima kasih bapak;Dukungan terhadap Program
bersyukur sekali adanya program mbg anak saya menjadi  ingin makanlah dan suka makan apa saja di menambah bergizi terima kasih bapak presiden;Pelaksanaan Program di Sekolah
ngakak;Ketidaksetujuan dan Risiko Program
di kalimantan barat belum mengapa tepat nya di kecamatan toho ini waduh;Pelaksanaan Program di Sekolah
dikorupsi tidak bapak wie;Ketidaksetujuan dan Risiko Program
memperbaiki kualitas gizi anak anak penerus bangsa kalau gurunya itu dianggap penting saya mentri bapak;Pelaksanaan Program di Sekolah
bapak presiden prabowo subianto terbaik sepanjang sejarah tidak berdebat dua periode sini yang setuju berkumpul berjemaah;Dukungan terhadap Program
terserah diri kamu saja lapangan bekerja sekarang semakin sempit jalan jalan an penuh lubang tidak terawat;Ketidaksetujuan dan Risiko Program
betul;Ketidaksetujuan dan Risiko Program
gagal bos;Ketidaksetujuan dan Risiko Program
jangan bicara seluruh bapak kalau belum merata;Pelaksanaan Program di Sekolah
mematikan kantin-kantin bersekolah;Pelaksanaan Program di Sekolah
di tempat anak saya belum mendapat bapak padahal sudah ingin satu tahun;Pelaksanaan Program di Sekolah
di aceh mbg nya adanya belatung ayam nya mentah;Pelaksanaan Program di Sekolah
mohon bapak sayang makanannya sama-sama basi yang di makanlah;Pelaksanaan Program di Sekolah
semoga berkah bermanfaat untuk semua amin;Dukungan terhadap Program
lebih baik tidak usah adanya makan gratis lah bapak;Pelaksanaan Program di Sekolah
tetapi  bagaimana dengan anak yang korban cacingan karena kurang gizi dan hidup di lingkungan kotor lebih baik meperhatikan yang seperti seperti ini;Pelaksanaan Program di Sekolah
makanan banyak yang basi;Pelaksanaan Program di Sekolah
terima kasih bapak;Dukungan terhadap Program
terima kasih ya bapak makanlah gratis nya lezat sekali ini;Pelaksanaan Program di Sekolah
terserah kamu bapak saya tidak mendapat bagian;Pelaksanaan Program di Sekolah
saya belum mendapat padahal saya negeri dan sekolahnya kurang mampu juga;Pelaksanaan Program di Sekolah
kata siapa bapak laporan dari mana coba terjun langsung diam diam turun bapak agar tahu kenyataannya bukan katanya bersemangat bapak;Pelaksanaan Program di Sekolah
sekolah saya belum adanya makanlah gratis;Pelaksanaan Program di Sekolah
bagaimana bapak saja;Ketidaksetujuan dan Risiko Program
tidak adanya gizi nya itu bapak boleh bapak periksa;Ketidaksetujuan dan Risiko Program
memberikan uangnya saja kepada anak bersekolah bapak prabowo karena anak-anak banyak tidak menyukai makanan nya;Pelaksanaan Program di Sekolah
baik kembali kita kepada anggaran pendidikan tahun 2018 400t;Ketidaksetujuan dan Risiko Program
benar bapak setuju jadinya anak yang tidak bau uang dapat makan gratis;Pelaksanaan Program di Sekolah
pilat;Ketidaksetujuan dan Risiko Program
kami belum bapak;Ketidaksetujuan dan Risiko Program
belum sampai bersekolah anak saya ini mbg;Pelaksanaan Program di Sekolah
lebih baik memberikan uang nya saja tidak sih anak saya adanya mbg tetapi  belum pernah makanlah sekalipun katanya bau besi lah tempatnya sayur nya sudah agak bau asam lah sudah benyek lah menjadi  mubazir kalau itu;Pelaksanaan Program di Sekolah
di tempat bersekolah anak saya belum mendapat bapak sampai sekarang;Pelaksanaan Program di Sekolah
bapak kenapa sekolah saya tidak dapat;Pelaksanaan Program di Sekolah
sekarang saja hanya adanya anggarannya saja krawang dekat daerah khusus ibukota tidak mendengar sekolah di mana yang sudah mendapat;Ketidaksetujuan dan Risiko Program
alhamdulillah hamil kemarin mendapat pmt dan susu sekarang anak bersekolah turut merasakan mbg terima kasih bapak prabowo;Ketidaksetujuan dan Risiko Program
yang tidak suka diganti uang saja 50 yang suka makanlah sepuasnya;Ketidaksetujuan dan Risiko Program
berhenti mbg;Ketidaksetujuan dan Risiko Program
alhamdulillah terima kasih bapak;Dukungan terhadap Program
mohon izin bapak dana nya turun kepada mana yayasan atau kepada mana sangat besar itu bapak wapada indonesia rawan mengorupsi lo bapak lebih baik memberikan tunai setiap bulan dana makanlah bergizi itu;Ketidaksetujuan dan Risiko Program
kami di jember mayoritas belum terima mbg;Ketidaksetujuan dan Risiko Program
hati bapak presiden mohon izin lebih baik memberikan dana tunai saja bapak karena dana atau biaya nanti turun kepada pondok tetap saja ujung nya rawan mengorupsi bapak;Ketidaksetujuan dan Risiko Program
yang pengangguran dapat bekerja;Ketidaksetujuan dan Risiko Program
bapak tolong sidak dapur-dapur mbg sebab banyak yang tidak amanah;Ketidaksetujuan dan Risiko Program
absen yang belum mendapat makanlah gratis;Pelaksanaan Program di Sekolah
gratis-gratis bagaimana orang yang pembayaran rakyat pajak mundak;Pelaksanaan Program di Sekolah
lebih baik sembilan bahan pokok murah daripada mbg;Ketidaksetujuan dan Risiko Program
lebih baik memberikan uangnya saja bapak menyuruh orang tua memasak untuk bekal seperti yang di laksanakan dapat kang dedi mulyadi;Pelaksanaan Program di Sekolah
ini program sangat baik mampaat nya banyak saya melihat banyak menyerap tenaga bekerja pokoknya mantap semoga lanjut terus;Ketidaksetujuan dan Risiko Program
adanya yang keracunan katanya;Pelaksanaan Program di Sekolah
ada terlanjur di kampanyekan waktu calon presiden termakan perkataan makanannya mbg harus dilaksanakan walaupun terlalu di paksahkan;Pelaksanaan Program di Sekolah
sudut pandang bersekolah yang belum mendapat satu butir nasi pun;Pelaksanaan Program di Sekolah
program mbg menuai pro dan kontra pro anak miskin mendapat makanlah gratis kontra anak seperti makanannya tidak lezat pro program mbg membuka lapangan pekerjaan baru bagi pengangguran kontra program mbg mematikan usaha umkm di kantin bersekolah dan banyak lainnya;Pelaksanaan Program di Sekolah
bersekolah kami belum admin;Ketidaksetujuan dan Risiko Program
kalau di kampung saya telah sedikit membantu sih mbg dapat memperkerjakan 50 60 orang untuk 30 40 porsi;Ketidaksetujuan dan Risiko Program
maaf bapak prabowo lebih baik turunkan saja sembilan bahan pokok daripada diberikan makanlah gratis;Ketidaksetujuan dan Risiko Program
kurang tepat sasaran lebih ke mubazir kantin bersekolah menjadi  banyak menganggur;Pelaksanaan Program di Sekolah
kami yang di kecamatan mengapa belum adanya;Pelaksanaan Program di Sekolah
izin bertanya bapak berapa gaji kami pekerja mbg sedangkan bagian produksi turun saja 12 malam gaji hanya 80 ribu jam bekerja 8 sampai 9 jam bahkan bisa-bisa sampai 10 jam;Ketidaksetujuan dan Risiko Program
ntb belum bapak di bersekolah tiga tente bapak memberikan penjelasan nya bapak kata nya di semua provinsi;Dukungan terhadap Program
luar biasa bapak presiden apa yang dipaparkan bapak presiden;Dukungan terhadap Program
tidak produktif mung mbuang uang saja;Ketidaksetujuan dan Risiko Program
yang swasta apa kabar ini katanya tidak akan dibeda bedakan;Ketidaksetujuan dan Risiko Program
bapak saya butuh modal usaha;Ketidaksetujuan dan Risiko Program
di smpn satu pebyuran bekasi bantrjya belum adanya bapak mohon segera di tanggap pi;Dukungan terhadap Program
yakin telah seluruh indonesia mendapat dan merata;Dukungan terhadap Program
smp talang bali belum mendapat bapak mariana;Ketidaksetujuan dan Risiko Program
belum merata;Dukungan terhadap Program
jangan diuangkan tujuan dimasak agar hasil petani dan peternak terbeli dan dimasak perputaran ekonomi barangkali seperti itu namun harus dilaksanakan dengan amanah;Ketidaksetujuan dan Risiko Program
padahal kalau di memberikan uangnya lumayan setiap minggu siswa gajian;Ketidaksetujuan dan Risiko Program
swasta tidak mendapat;Pelaksanaan Program di Sekolah
kami masih mampu makanlah tidak membutuhkan makan gratis;Pelaksanaan Program di Sekolah
terima kasih bapak prabowo;Dukungan terhadap Program
smp saya belum mendapat itu sampai sekarang;Ketidaksetujuan dan Risiko Program
sudah  tidak usah adanya mbg mbg bapak lebih baik harga barang diturunkan agar kita yang di Bawah dapat memberi makanan-makanan yang bergizi sendiri kalau melalui bersekolah yang kita melihat tidak sesuai standar yang diberikan;Ketidaksetujuan dan Risiko Program
di tempat saya belum adanya bapak;Ketidaksetujuan dan Risiko Program
baru saja hari 7 dapat mbg sudah sekian saja;Ketidaksetujuan dan Risiko Program
saya menjadi  tidak lemas bapak;Ketidaksetujuan dan Risiko Program
bapak lebih baik dari sama-sama mbg lebih baik turunkan harga makanan bergizi untuk negeri seperti itu lezat yang mengatur mbg nya;Ketidaksetujuan dan Risiko Program
lebih baik membuat lapangan pekerjaan untuk bapak ibu kita bapak nanti kalau sudah  baru orang tua kita memberi makanlah gizi;Pelaksanaan Program di Sekolah
pajak ini itu menyala;Dukungan terhadap Program
apalagi menunya yang anak-anak tidak menyukai ya menjadi mubazir kan;Pelaksanaan Program di Sekolah
hehehe;Ketidaksetujuan dan Risiko Program
makanlah bergizi mengapa masih adanya yang keracunan makanannya adanya yang basi;Pelaksanaan Program di Sekolah
sangat baik tetapi kurang efektif;Ketidaksetujuan dan Risiko Program
buang-buang uang negara saja lebih baik untuk menyejahterakan guru honorer prabowo;Ketidaksetujuan dan Risiko Program
di melihat dari luar rumah bagus yang mendapat program keluarga harapan lanjut usia di cabut ternyat ah yang di melihat rumhny bagus di melihat dari luar sama sama membutuhkan bantuan itu;Dukungan terhadap Program
lucu kami saja belum bapak langkat;Pelaksanaan Program di Sekolah
can menang ternyata bapak;Pelaksanaan Program di Sekolah
sekolah saya belum bapak;Pelaksanaan Program di Sekolah
lebih baik berikan saja bapak uangnya kepada anak sekolah bapak;Pelaksanaan Program di Sekolah
mbg pemborosan makan menjadi  thaik berhenti mbg lebih baik untuk pendidikan kesehatan infrastruktur;Ketidaksetujuan dan Risiko Program
sebentar lagi adanya yang kepada tangkep kpk mengenai mbg tolong ss komentar saya kalau benar unggah ulang;Ketidaksetujuan dan Risiko Program
di memberikan pendidikan gratis malahan mokbang;Ketidaksetujuan dan Risiko Program
di uangkan saja bapak presiden nanti ibunya yang memasakkan sendiri;Pelaksanaan Program di Sekolah
tolong bapak kalau bisa kerjasama sama kantin sekolah jangan berpikir sepihak bapak yang mengontrak di kantin sekolah sangat terpuruk adanya makan gratis tolong di bntu solusinya;Pelaksanaan Program di Sekolah
